name,rssd_id,city,state,county
"HOME NATIONAL BANK OF THORNTOWN, THE",696645,THORNTOWN,IN,BOONE
LOGANSPORT SAVINGS BANK,918879,LOGANSPORT,IN,CASS
BOONVILLE FEDERAL SAVINGS BANK,991078,BOONVILLE,IN,WARRICK
FIRST FEDERAL SAVINGS BANK,257578,ROCHESTER,IN,FULTON
FIRST MERCHANTS BANK,17147,MUNCIE,IN,DELAWARE
PEOPLES BANK,568470,MUNSTER,IN,LAKE
CLEARPOINT FEDERAL BANK & TRUST,2723376,BATESVILLE,IN,RIPLEY
STAR FINANCIAL BANK,547840,FORT WAYNE,IN,ALLEN
FIRST FEDERAL SAVINGS BANK OF WASHINGTON,110972,WASHINGTON,IN,DAVIESS
MUTUAL SAVINGS BANK,841472,FRANKLIN,IN,JOHNSON
FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF GREENSBURG,921879,GREENSBURG,IN,DECATUR
EVERENCE TRUST COMPANY,3029253,GOSHEN,IN,ELKHART
FIRST FEDERAL SAVINGS BANK OF ANGOLA,158376,ANGOLA,IN,STEUBEN
CENTREBANK,163343,VEEDERSBURG,IN,FOUNTAIN
"HOMETOWN SAVINGS BANK, THE",697147,TERRE HAUTE,IN,VIGO
"FRIENDSHIP STATE BANK, THE",427241,FRIENDSHIP,IN,RIPLEY
WAYNE BANK AND TRUST CO.,451246,RICHMOND,IN,WAYNE
STATE BANK,345747,BROWNSBURG,IN,HENDRICKS
"FIRST NATIONAL BANK OF MONTEREY, THE",44040,MONTEREY,IN,PULASKI
SECURITY FEDERAL SAVINGS BANK,32971,LOGANSPORT,IN,CASS
"NEW WASHINGTON STATE BANK, THE",305442,NEW WASHINGTON,IN,CLARK
SPRINGS VALLEY BANK & TRUST COMPANY,93543,FRENCH LICK,IN,ORANGE
1ST SOURCE BANK,991340,SOUTH BEND,IN,ST JOSEPH
"NORTH SALEM STATE BANK, THE",947749,NORTH SALEM,IN,HENDRICKS
KENTLAND BANK,367543,KENTLAND,IN,NEWTON
"BIPPUS STATE BANK, THE",443148,HUNTINGTON,IN,HUNTINGTON
"PEOPLES BANK, THE",7045,BROWNSTOWN,IN,JACKSON
"FARMERS AND MERCHANTS BANK, THE",629746,BOSWELL,IN,BENTON
COMMUNITY STATE BANK,987848,ROYAL CENTER,IN,CASS
FARMERS STATE BANK,113441,LAGRANGE,IN,LAGRANGE
"FOUNTAIN TRUST COMPANY, THE",145844,COVINGTON,IN,FOUNTAIN
HOOSIER HEARTLAND STATE BANK,157744,CRAWFORDSVILLE,IN,MONTGOMERY
FIRST FARMERS BANK & TRUST CO.,139843,CONVERSE,IN,MIAMI
COMMUNITY STATE BANK,502746,AVILLA,IN,NOBLE
LAKE CITY BANK,874845,WARSAW,IN,KOSCIUSKO
"NAPOLEON STATE BANK, THE",944047,NAPOLEON,IN,RIPLEY
OWEN COUNTY STATE BANK,38740,SPENCER,IN,OWEN
FIRST SAVINGS BANK,785473,JEFFERSONVILLE,IN,CLARK
"NEW COVENANT TRUST COMPANY, NATIONAL ASSOCIATION",2641827,JEFFERSONVILLE,IN,CLARK
"FCN BANK, NATIONAL ASSOCIATION",321947,BROOKVILLE,IN,FRANKLIN
"RIDDELL NATIONAL BANK, THE",319047,BRAZIL,IN,CLAY
HENDRICKS COUNTY BANK AND TRUST COMPANY,633640,BROWNSBURG,IN,HENDRICKS
SCOTTSBURG BUILDING AND LOAN ASSOCIATION,735973,SCOTTSBURG,IN,SCOTT
GREENFIELD BANKING COMPANY,592644,GREENFIELD,IN,HANCOCK
UNION SAVINGS AND LOAN ASSOCIATION,677970,CONNERSVILLE,IN,FAYETTE
"PEOPLES STATE BANK, THE",454546,ELLETTSVILLE,IN,MONROE
SPENCER COUNTY BANK,871648,SANTA CLAUS,IN,SPENCER
HOME BANK SB,1015270,MARTINSVILLE,IN,MORGAN
FIRST BANK RICHMOND,419675,RICHMOND,IN,WAYNE
"MID-SOUTHERN SAVINGS BANK, F.S.B.",857875,SALEM,IN,WASHINGTON
FIRST BANK OF BERNE,312244,BERNE,IN,ADAMS
PEOPLES TRUST AND SAVINGS BANK,67142,BOONVILLE,IN,WARRICK
"NATIONAL BANK OF INDIANAPOLIS, THE",2132941,INDIANAPOLIS,IN,MARION
CROSSROADS BANK,228279,WABASH,IN,WABASH
"FAIRMOUNT STATE BANK, THE",503547,FAIRMOUNT,IN,GRANT
BANK OF WOLCOTT,729842,WOLCOTT,IN,WHITE
"GARRETT STATE BANK, THE",465243,GARRETT,IN,DEKALB
FIRST NATIONAL BANK,60648,CLOVERDALE,IN,PUTNAM
AMERICAN COMMUNITY BANK OF INDIANA,1010574,SAINT JOHN,IN,LAKE
"STATE BANK OF SPRING HILL, THE",418856,SPRING HILL,KS,JOHNSON
INTEGRITY BANK,843953,FOWLER,KS,MEADE
"VALLEY STATE BANK, THE",1005552,BELLE PLAINE,KS,SUMNER
STOCK EXCHANGE BANK,671053,CALDWELL,KS,SUMNER
SOUTHWEST NATIONAL BANK,499855,WICHITA,KS,SEDGWICK
GRANT COUNTY BANK,207452,ULYSSES,KS,GRANT
"PEOPLES BANK, THE",530655,PRATT,KS,PRATT
KCB BANK,5751,LAKIN,KS,KEARNY
KAW VALLEY STATE BANK,651354,EUDORA,KS,DOUGLAS
FIRST STATE BANK AND TRUST,605656,TONGANOXIE,KS,LEAVENWORTH
BISON STATE BANK,354,BISON,KS,RUSH
FIRST BANK,49652,STERLING,KS,RICE
TAMPA STATE BANK,358756,TAMPA,KS,MARION
MUTUAL SAVINGS ASSOCIATION,636276,LEAVENWORTH,KS,LEAVENWORTH
"FARMERS STATE BANK, THE",801056,MCPHERSON,KS,MCPHERSON
NEW CENTURY BANK,392152,BELLEVILLE,KS,REPUBLIC
PEOPLES STATE BANK,741358,CHERRYVALE,KS,MONTGOMERY
"WALTON STATE BANK, THE",490955,WALTON,KS,HARVEY
FARMERS STATE BANK,72351,WATHENA,KS,DONIPHAN
CITIZENS BANK OF KANSAS,1014853,KINGMAN,KS,KINGMAN
BANK OF THE FLINT HILLS,552059,WAMEGO,KS,POTTAWATOMIE
SECURITY STATE BANK,319551,SCOTT CITY,KS,SCOTT
FNB WASHINGTON,209559,WASHINGTON,KS,WASHINGTON
FIRST HERITAGE BANK,922157,CENTRALIA,KS,NEMAHA
HOME SAVINGS BANK,765877,CHANUTE,KS,NEOSHO
"FIRST NATIONAL BANK OF LOUISBURG, THE",132451,LOUISBURG,KS,MIAMI
"COMMUNITY BANK, THE",2621940,LIBERAL,KS,SEWARD
SECURITY BANK OF KANSAS CITY,1009354,KANSAS CITY,KS,WYANDOTTE
FARMERS STATE BANK,976954,DWIGHT,KS,MORRIS
CARSON BANK,171656,MULVANE,KS,SUMNER
SOLUTIONS NORTH BANK,612159,STOCKTON,KS,ROOKS
SWEDISH-AMERICAN STATE BANK,973252,COURTLAND,KS,REPUBLIC
"FIDELITY BANK, NATIONAL ASSOCIATION",762474,WICHITA,KS,SEDGWICK
"BANK, THE",333650,OBERLIN,KS,DECATUR
"FARMERS STATE BANK, THE",615851,WESTMORELAND,KS,POTTAWATOMIE
EXCHANGE BANK & TRUST,144052,ATCHISON,KS,ATCHISON
DICKINSON COUNTY BANK,981350,ENTERPRISE,KS,DICKINSON
BANK OF THE PLAINS,302553,PLAINS,KS,MEADE
ARGENTINE FEDERAL SAVINGS,120476,KANSAS CITY,KS,WYANDOTTE
STOCKGROWERS STATE BANK,424156,ASHLAND,KS,CLARK
CROSSFIRST BANK,3594005,LEAWOOD,KS,JOHNSON
FARMERS & MERCHANTS BANK OF COLBY,2667939,COLBY,KS,THOMAS
"STOCKGROWERS STATE BANK, THE",265452,MAPLE HILL,KS,WABAUNSEE
KAW VALLEY BANK,485456,TOPEKA,KS,SHAWNEE
CBW BANK,71859,WEIR,KS,CHEROKEE
"FIRST NATIONAL BANK OF DIGHTON, THE",636753,DIGHTON,KS,LANE
MARQUETTE FARMERS STATE BANK OF MARQUETTE KANSAS,388258,MARQUETTE,KS,MCPHERSON
"BANK OF PROTECTION, THE",531157,PROTECTION,KS,COMANCHE
STATE BANK OF BERN,1013650,BERN,KS,NEMAHA
SMALL BUSINESS BANK,663656,LENEXA,KS,JOHNSON
"DREAM FIRST BANK, NATIONAL ASSOCIATION",543459,SYRACUSE,KS,HAMILTON
FIRST FEDERAL SAVINGS AND LOAN BANK,198073,OLATHE,KS,JOHNSON
LANDMARK NATIONAL BANK,481177,MANHATTAN,KS,RILEY
"ELEVATE BANK, NATIONAL ASSOCIATION",195157,SEDAN,KS,CHAUTAUQUA
CAPITOL FEDERAL SAVINGS BANK,968070,TOPEKA,KS,SHAWNEE
PEOPLES BANK AND TRUST COMPANY,153353,MCPHERSON,KS,MCPHERSON
COMMUNITY BANK,2304636,TOPEKA,KS,SHAWNEE
COMMUNITY NATIONAL BANK,354552,SENECA,KS,NEMAHA
"UNION STATE BANK OF EVEREST, THE",736550,EVEREST,KS,BROWN
FIRST KANSAS BANK,1492817,HOISINGTON,KS,BARTON
NBKC BANK,2747587,LEAWOOD,KS,JOHNSON
COMMUNITY FIRST NATIONAL BANK,2907019,MANHATTAN,KS,RILEY
"INTRUST BANK, NATIONAL ASSOCIATION",557858,WICHITA,KS,SEDGWICK
STATE BANK OF DOWNS,792453,DOWNS,KS,OSBORNE
BANK OF LABOR,246657,LENEXA,KS,JOHNSON
CENTRAL NATIONAL BANK,234355,JUNCTION CITY,KS,GEARY
UNION STATE BANK,206950,UNIONTOWN,KS,BOURBON
KANZA BANK,4156,KINGMAN,KS,KINGMAN
FIRSTOAK BANK,916857,INDEPENDENCE,KS,MONTGOMERY
"FIRST NATIONAL BANK OF HUTCHINSON, THE",754853,HUTCHINSON,KS,RENO
KANSAS STATE BANK,287959,OTTAWA,KS,FRANKLIN
FIRST NATIONAL BANK OF KANSAS,614256,BURLINGTON,KS,COFFEY
FIRST OPTION BANK,285852,OSAWATOMIE,KS,MIAMI
"BANK OF HOLYROOD, THE",871358,HOLYROOD,KS,ELLSWORTH
BANKWEST OF KANSAS,989758,GOODLAND,KS,SHERMAN
BANK OF COMMERCE,862057,CHANUTE,KS,NEOSHO
CITIZENS FEDERAL SAVINGS BANK,864378,LEAVENWORTH,KS,LEAVENWORTH
SECURITY STATE BANK,73956,WELLINGTON,KS,SUMNER
"FIRST SECURITY BANK, THE",460350,OVERBROOK,KS,OSAGE
"DENISON STATE BANK, THE",869551,HOLTON,KS,JACKSON
FIRST BANK KANSAS,192558,SALINA,KS,SALINE
"FIRST NATIONAL BANK OF HOPE, THE",870856,HOPE,KS,DICKINSON
COREFIRST BANK & TRUST,361055,TOPEKA,KS,SHAWNEE
"CITIZENS STATE BANK AND TRUST CO., ELLSWORTH, KANSAS",733951,ELLSWORTH,KS,ELLSWORTH
GOPPERT STATE SERVICE BANK,850456,GARNETT,KS,ANDERSON
"ARMED FORCES BANK, NATIONAL ASSOCIATION",983457,FORT LEAVENWORTH,KS,LEAVENWORTH
CENTERA BANK,51459,SUBLETTE,KS,HASKELL
CITIZENS STATE BANK,937759,HUGOTON,KS,STEVENS
"CITIZENS STATE BANK AND TRUST COMPANY, THE",442057,COUNCIL GROVE,KS,MORRIS
SOUTHWIND BANK,276159,NATOMA,KS,OSBORNE
BANK OF HAYS,746755,HAYS,KS,ELLIS
EMPRISE BANK,65858,WICHITA,KS,SEDGWICK
FARMERS STATE BANK,652959,FAIRVIEW,KS,BROWN
EQUITY BANK,139656,ANDOVER,KS,BUTLER
BANKERS' BANK OF KANSAS,1218446,WICHITA,KS,SEDGWICK
LYONS FEDERAL BANK,901974,LYONS,KS,RICE
"CITIZENS STATE BANK, THE",858854,GRIDLEY,KS,COFFEY
"CITIZENS STATE BANK OF CHENEY, KANSAS, THE",924254,CHENEY,KS,SEDGWICK
SJN BANK OF KANSAS,412555,SAINT JOHN,KS,STAFFORD
"CITIZENS STATE BANK, THE",273550,MOUNDRIDGE,KS,MCPHERSON
"BAXTER STATE BANK, THE",1000856,BAXTER SPRINGS,KS,CHEROKEE
WESTERN STATE BANK,988153,GARDEN CITY,KS,FINNEY
FARMERS AND DROVERS BANK,788559,COUNCIL GROVE,KS,MORRIS
GUARANTY STATE BANK AND TRUST COMPANY,1009756,BELOIT,KS,MITCHELL
SOLOMON STATE BANK,356659,SOLOMON,KS,DICKINSON
COMMERCIAL BANK,296559,PARSONS,KS,LABETTE
ESB FINANCIAL,918954,EMPORIA,KS,LYON
ASTRA BANK,1003455,SCANDIA,KS,REPUBLIC
HOWARD STATE BANK,998358,HOWARD,KS,ELK
SILVER LAKE BANK,326054,TOPEKA,KS,SHAWNEE
UNION STATE BANK,227151,ARKANSAS CITY,KS,COWLEY
"HAVILAND STATE BANK, THE",861153,HAVILAND,KS,KIOWA
ANDOVER STATE BANK,225054,ANDOVER,KS,BUTLER
FNB BANK,805250,GOODLAND,KS,SHERMAN
"BANK OF COMMERCE AND TRUST COMPANY, THE",431350,WELLINGTON,KS,SUMNER
FLINT HILLS BANK,837952,ESKRIDGE,KS,WABAUNSEE
VINTAGE BANK KANSAS,45458,LEON,KS,BUTLER
"FIDELITY STATE BANK AND TRUST COMPANY, THE",638850,DODGE CITY,KS,FORD
UNION STATE BANK,866251,OLSBURG,KS,POTTAWATOMIE
BENDENA STATE BANK,1008151,BENDENA,KS,DONIPHAN
BANK OF GREELEY,857259,GREELEY,KS,ANDERSON
"FARMERS STATE BANK OF ALICEVILLE, KANSAS, THE",138051,WESTPHALIA,KS,COFFEY
CONWAY BANK,972750,CONWAY SPRINGS,KS,SUMNER
"GOLDEN BELT BANK, FSA",148171,HAYS,KS,ELLIS
FORD COUNTY STATE BANK,540850,SPEARVILLE,KS,FORD
WILSON STATE BANK,501655,WILSON,KS,ELLSWORTH
IMPACT BANK,369453,WELLINGTON,KS,SUMNER
"FIRST STATE BANK, THE",394259,NORTON,KS,NORTON
OUTDOOR BANK,43351,MANHATTAN,KS,RILEY
GREAT AMERICAN BANK,2815879,LAWRENCE,KS,DOUGLAS
FIRST NATIONAL BANK AND TRUST,183958,PHILLIPSBURG,KS,PHILLIPS
COMMUNITY NATIONAL BANK & TRUST,923752,CHANUTE,KS,NEOSHO
"FARMERS STATE BANK OF BUCKLIN, KANSAS, THE",14753,BUCKLIN,KS,FORD
"FARMERS STATE BANK OF BLUE MOUND, THE",1017854,BLUE MOUND,KS,LINN
CITIZENS STATE BANK AND TRUST COMPANY,678557,HIAWATHA,KS,BROWN
FIRST NATIONAL BANK OF SPEARVILLE,197254,SPEARVILLE,KS,FORD
"CITIZENS NATIONAL BANK, THE",991555,GREENLEAF,KS,WASHINGTON
MID-AMERICA BANK,919456,BALDWIN CITY,KS,DOUGLAS
"BANK OF TESCOTT, THE",54058,TESCOTT,KS,OTTAWA
PATRIOTS BANK,297051,GARNETT,KS,ANDERSON
"KAW VALLEY STATE BANK AND TRUST COMPANY, OF WAMEGO, KANSAS, THE",368951,WAMEGO,KS,POTTAWATOMIE
"BALDWIN STATE BANK, THE",997155,BALDWIN CITY,KS,DOUGLAS
CORNERSTONE BANK,3027763,OVERLAND PARK,KS,JOHNSON
UNION STATE BANK,865759,CLAY CENTER,KS,CLAY
PRAIRIE BANK OF KANSAS,48057,STAFFORD,KS,STAFFORD
FIDELITY STATE BANK AND TRUST COMPANY,55653,TOPEKA,KS,SHAWNEE
LABETTE BANK,483751,ALTAMONT,KS,LABETTE
ALLIANCE BANK,2694944,TOPEKA,KS,SHAWNEE
"BANK OF DENTON, THE",823553,DENTON,KS,DONIPHAN
EXCHANGE STATE BANK,534859,SAINT PAUL,KS,NEOSHO
AMERICAN BANK OF BAXTER SPRINGS,1002953,BAXTER SPRINGS,KS,CHEROKEE
HOME BANK AND TRUST COMPANY,840251,EUREKA,KS,GREENWOOD
FIRST NATIONAL BANK IN FRANKFORT,923350,FRANKFORT,KS,MARSHALL
"FARMERS STATE BANK OF OAKLEY, KANSAS, THE",278256,OAKLEY,KS,LOGAN
"GNBANK, NATIONAL ASSOCIATION DBA GNBANK, N.A.",928056,GIRARD,KS,CRAWFORD
BANK OF PRAIRIE VILLAGE,673851,PRAIRIE VILLAGE,KS,JOHNSON
STRYV BANK,372855,WICHITA,KS,SEDGWICK
"LIBERTY SAVINGS ASSOCIATION, FSA, THE",987576,FORT SCOTT,KS,BOURBON
KS STATEBANK,160959,MANHATTAN,KS,RILEY
"FIRST NATIONAL BANK OF HARVEYVILLE, THE",931458,HARVEYVILLE,KS,WABAUNSEE
ELK STATE BANK,679451,CLYDE,KS,CLOUD
"FIRST STATE BANK OF HEALY, THE",864855,HEALY,KS,LANE
FARMERS STATE BANK,603559,PHILLIPSBURG,KS,PHILLIPS
"FIRST STATE BANK OF RANSOM, THE",471057,RANSOM,KS,NESS
FARMERS BANK & TRUST,984351,ATWOOD,KS,RAWLINS
TRICENTURY BANK,196752,DE SOTO,KS,JOHNSON
FIRST NATIONAL BANK IN FREDONIA,844455,FREDONIA,KS,WILSON
LEGACY BANK,785950,COLWICH,KS,SEDGWICK
"BENNINGTON STATE BANK, THE",1016259,SALINA,KS,SALINE
UNITED BANK & TRUST,990352,MARYSVILLE,KS,MARSHALL
FARMERS BANK & TRUST,482156,GREAT BEND,KS,BARTON
COTTONWOOD VALLEY BANK,921655,CEDAR POINT,KS,CHASE
KENDALL BANK,366854,OVERLAND PARK,KS,JOHNSON
FIRST NATIONAL BANK IN CIMARRON,677354,CIMARRON,KS,GRAY
PEOPLES BANK,723756,COLDWATER,KS,COMANCHE
"MARION NATIONAL BANK, THE",167752,MARION,KS,MARION
"FIRST NATIONAL BANK OF SCOTT CITY, THE",414652,SCOTT CITY,KS,SCOTT
"FARMERS STATE BANK, THE",863652,HOLTON,KS,JACKSON
"HALSTEAD BANK, THE",747257,HALSTEAD,KS,HARVEY
HERITAGE BANK,3120897,TOPEKA,KS,SHAWNEE
"STATE EXCHANGE BANK, THE",571957,MANKATO,KS,JEWELL
"CITY STATE BANK, THE",738657,FORT SCOTT,KS,BOURBON
"COMMUNITY BANK OF WICHITA, INC.",2775692,WICHITA,KS,SEDGWICK
"CITIZENS STATE BANK, THE",572459,MARYSVILLE,KS,MARSHALL
STATE BANK OF BURRTON,21256,BURRTON,KS,HARVEY
FIRST BANK OF BELOIT,1011553,BELOIT,KS,MITCHELL
JOHNSON STATE BANK,235950,JOHNSON,KS,STANTON
"LYNDON STATE BANK, THE",136655,LYNDON,KS,OSAGE
KANSAS STATE BANK,582654,OVERBROOK,KS,OSAGE
FUSION BANK,9955,LARNED,KS,PAWNEE
GARDEN PLAIN STATE BANK,987651,WICHITA,KS,SEDGWICK
PRESCOTT STATE BANK,469250,PRESCOTT,KS,LINN
"RILEY STATE BANK OF RILEY KANSAS, THE",532752,RILEY,KS,RILEY
"FARMERS AND MERCHANTS BANK OF MOUND CITY, KANSAS",274052,MOUND CITY,KS,LINN
FIRST COMMERCE BANK,3041358,MARYSVILLE,KS,MARSHALL
"FIRST STATE BANK, THE",275657,NESS CITY,KS,NESS
"LYON COUNTY STATE BANK, THE",796657,EMPORIA,KS,LYON
STATE BANK OF CANTON,858153,CANTON,KS,MCPHERSON
FARMERS NATIONAL BANK,137559,PHILLIPSBURG,KS,PHILLIPS
NINNESCAH VALLEY BANK,789051,CUNNINGHAM,KS,KINGMAN
KANSASLAND BANK,422059,QUINTER,KS,GOVE
COMMUNITY STATE BANK,906652,COFFEYVILLE,KS,MONTGOMERY
EDMONTON STATE BANK,845247,GLASGOW,KY,BARREN
AUBURN BANKING COMPANY,811541,AUBURN,KY,LOGAN
FIRST FEDERAL SAVINGS BANK OF KENTUCKY,741974,FRANKFORT,KY,FRANKLIN
CENTRAL BANK & TRUST COMPANY,1007015,LEXINGTON,KY,FAYETTE
"BANK OF THE MOUNTAINS, INC.",422116,WEST LIBERTY,KY,MORGAN
CLINTON BANK,782548,CLINTON,KY,HICKMAN
FIRST NATIONAL BANK OF KENTUCKY,907444,CARROLLTON,KY,CARROLL
"FIRST KENTUCKY BANK, INC.",263243,MAYFIELD,KY,GRAVES
"FIRST UNITED BANK AND TRUST COMPANY, INC.",2356091,MADISONVILLE,KY,HOPKINS
"COMMUNITY TRUST BANK, INC.",509811,PIKEVILLE,KY,PIKE
"ECLIPSE BANK, INC.",3347603,LOUISVILLE,KY,JEFFERSON
CARROLLTON FEDERAL BANK,219679,CARROLLTON,KY,CARROLL
"CITIZENS BANK, THE",617145,HICKMAN,KY,FULTON
FARMERS & TRADERS BANK OF CAMPTON,839817,CAMPTON,KY,WOLFE
FARMERS BANK & TRUST COMPANY,262741,MARION,KY,CRITTENDEN
BANK OF COLUMBIA,839246,COLUMBIA,KY,ADAIR
PEOPLES BANK,519445,LEBANON,KY,MARION
"INDEPENDENT CORRESPONDENT BANKERS' BANK, INC.",1187551,FRANKFORT,KY,FRANKLIN
BEDFORD LOAN & DEPOSIT BANK,696047,BEDFORD,KY,TRIMBLE
"FORCHT BANK, NATIONAL ASSOCIATION",3141726,LEXINGTON,KY,FAYETTE
"MAGNOLIA BANK, INC",261146,ELIZABETHTOWN,KY,HARDIN
UNITED CITIZENS BANK & TRUST COMPANY,336147,CAMPBELLSBURG,KY,HENRY
CITIZENS FEDERAL SAVINGS AND LOAN ASSOCIATION OF COVINGTON,673477,COVINGTON,KY,KENTON
"CASEY COUNTY BANK, INC., THE",646145,LIBERTY,KY,CASEY
"PINNACLE BANK, INC",417710,VANCEBURG,KY,LEWIS
FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION,831875,HAZARD,KY,PERRY
"WHITAKER BANK, INC",1445943,LEXINGTON,KY,FAYETTE
BANK OF CLARKSON,720344,CLARKSON,KY,GRAYSON
"HYDEN CITIZENS BANK, INC",211114,HYDEN,KY,LESLIE
"PLANTERS BANK, INC.",2497181,HOPKINSVILLE,KY,CHRISTIAN
"COMMONWEALTH COMMUNITY BANK, INC.",541642,HARTFORD,KY,OHIO
"MURRAY BANK, THE",2819242,MURRAY,KY,CALLOWAY
CITIZENS BANK & TRUST CO. OF JACKSON,765318,JACKSON,KY,BREATHITT
"FARMERS STATE BANK, INC",131717,BOONEVILLE,KY,OWSLEY
BANK OF THE BLUEGRASS AND TRUST CO.,1006513,LEXINGTON,KY,FAYETTE
"PEOPLES BANK, THE",76443,TAYLORSVILLE,KY,SPENCER
"1ST TRUST BANK, INC.",3309393,HAZARD,KY,PERRY
"FARMERS NATIONAL BANK OF DANVILLE, THE",785147,DANVILLE,KY,BOYLE
BLUE GRASS FEDERAL SAVINGS AND LOAN ASSOCIATION,617079,PARIS,KY,BOURBON
BANK OF BUFFALO,825940,BUFFALO,KY,LARUE
BANK OF HINDMAN,763211,HINDMAN,KY,KNOTT
"FIRST NATIONAL BANK OF MANCHESTER, THE",719610,MANCHESTER,KY,CLAY
"FNB BANK, INC.",400141,MAYFIELD,KY,GRAVES
HEARTHSIDE BANK CORPORATION,902672,MIDDLESBORO,KY,BELL
"MEADE COUNTY BANK, INC.",776547,BRANDENBURG,KY,MEADE
"HERITAGE BANK, INC.",1469677,ERLANGER,KY,KENTON
"FIRST COMMUNITY BANK OF THE HEARTLAND, INC.",837149,CLINTON,KY,HICKMAN
KENTUCKY FARMERS BANK CORPORATION,683814,ASHLAND,KY,BOYD
REPUBLIC BANK & TRUST COMPANY,316840,LOUISVILLE,KY,JEFFERSON
"RIVER CITY BANK, INC.",396244,LOUISVILLE,KY,JEFFERSON
FARMERS BANK,485214,NICHOLASVILLE,KY,JESSAMINE
WEST POINT BANK,79042,RADCLIFF,KY,HARDIN
"TRADITIONAL BANK, INC.",786210,MOUNT STERLING,KY,MONTGOMERY
FRANKLIN BANK & TRUST COMPANY,493844,FRANKLIN,KY,SIMPSON
"PEOPLES EXCHANGE BANK, INC.",129910,WINCHESTER,KY,CLARK
STOCK YARDS BANK & TRUST COMPANY,317342,LOUISVILLE,KY,JEFFERSON
"CITIZENS DEPOSIT BANK OF ARLINGTON, INC.",959443,ARLINGTON,KY,CARLISLE
CUMBERLAND VALLEY NATIONAL BANK & TRUST COMPANY,647218,EAST BERNSTADT,KY,LAUREL
"SOUTH CENTRAL BANK, INC.",473042,GLASGOW,KY,BARREN
"PEOPLES BANK OF KENTUCKY, INC.",995517,FLEMINGSBURG,KY,FLEMING
FIRST STATE BANK,565143,IRVINGTON,KY,BRECKINRIDGE
COMMERCIAL BANK,358112,WEST LIBERTY,KY,MORGAN
FIRST SOUTHERN NATIONAL BANK,702612,LANCASTER,KY,GARRARD
INDEPENDENCE BANK OF KENTUCKY,648242,OWENSBORO,KY,DAVIESS
"FIRST NATIONAL BANK OF RUSSELL SPRINGS, THE",173641,RUSSELL SPRINGS,KY,RUSSELL
FIELD & MAIN BANK,618740,HENDERSON,KY,HENDERSON
"FARMERS BANK OF MILTON, THE",265340,MILTON,KY,TRIMBLE
"CECILIAN BANK, THE",982142,CECILIA,KY,HARDIN
BANK OF CADIZ AND TRUST COMPANY,904845,CADIZ,KY,TRIGG
"BANK OF LEXINGTON, INC.",3410141,LEXINGTON,KY,FAYETTE
"CITIZENS BANK OF CUMBERLAND COUNTY, INC.",2921622,BURKESVILLE,KY,CUMBERLAND
"SACRAMENTO DEPOSIT BANK, THE",180144,SACRAMENTO,KY,MCLEAN
COMMUNITY FINANCIAL SERVICES BANK,698144,BENTON,KY,MARSHALL
BANK OF MAYSVILLE,782016,MAYSVILLE,KY,MASON
"LINCOLN NATIONAL BANK OF HODGENVILLE, THE",553944,HODGENVILLE,KY,LARUE
"SALYERSVILLE NATIONAL BANK, THE",472018,SALYERSVILLE,KY,MAGOFFIN
LEWISBURG BANKING COMPANY,580847,LEWISBURG,KY,LOGAN
ELKTON BANK & TRUST COMPANY,998648,ELKTON,KY,TODD
"UNITED COMMUNITY BANK OF WEST KENTUCKY, INC.",3070545,MORGANFIELD,KY,UNION
TAYLOR COUNTY BANK,831941,CAMPBELLSVILLE,KY,TAYLOR
BANK OF EDMONSON COUNTY,903240,BROWNSVILLE,KY,EDMONSON
"FIRST NATIONAL BANK OF GRAYSON, THE",610913,GRAYSON,KY,CARTER
"FIRST NATIONAL BANK OF BROOKSVILLE, THE",798512,BROOKSVILLE,KY,BRACKEN
"CITIZENS BANK OF KENTUCKY, INC",495419,PAINTSVILLE,KY,JOHNSON
UNITED SOUTHERN BANK,110945,HOPKINSVILLE,KY,CHRISTIAN
TOWN & COUNTRY BANK AND TRUST COMPANY,692946,BARDSTOWN,KY,NELSON
OWINGSVILLE BANKING COMPANY,492810,OWINGSVILLE,KY,BATH
CITIZENS BANK,840019,MOUNT VERNON,KY,ROCKCASTLE
SPRINGFIELD STATE BANK,197142,SPRINGFIELD,KY,WASHINGTON
"FARMERS NATIONAL BANK OF LEBANON, THE",575348,LEBANON,KY,MARION
"FIRST STATE BANK OF THE SOUTHEAST, INC",961811,MIDDLESBORO,KY,BELL
"PADUCAH BANK AND TRUST COMPANY, THE",285740,PADUCAH,KY,MCCRACKEN
CITIZENS GUARANTY BANK,764816,RICHMOND,KY,MADISON
CITIZENS BANK & TRUST COMPANY,829041,CAMPBELLSVILLE,KY,TAYLOR
PEOPLES BANK MT WASHINGTON,271341,MOUNT WASHINGTON,KY,BULLITT
"MORGANTOWN BANK & TRUST COMPANY, INCORPORATED",330949,MORGANTOWN,KY,BUTLER
"COMMERCIAL BANK OF GRAYSON, THE",812614,GRAYSON,KY,CARTER
FREDONIA VALLEY BANK,502447,FREDONIA,KY,CALDWELL
"PBK BANK, INC",148715,STANFORD,KY,LINCOLN
BANK OF JAMESTOWN,567240,JAMESTOWN,KY,RUSSELL
"PEOPLES BANK, THE",446149,MARION,KY,CRITTENDEN
PEOPLES BANK & TRUST COMPANY OF HAZARD,814711,HAZARD,KY,PERRY
